"key_ID","notification_ID","notification_by","start_date","start_year","end_date","end_year","comment_ID","comment_by"
2373,"TRIS:1996:0406:AT:N","Austria",1996-10-15,1996,1997-04-16,1997,"TRIS:1996:0406:AT:C:UK","United Kingdom"
2374,"TRIS:1996:0409:DE:N","Germany",1996-10-18,1996,1997-01-23,1997,"TRIS:1996:0409:DE:C:EC","Commission"
2375,"TRIS:1996:0410:DE:N","Germany",1996-10-18,1996,1997-01-23,1997,"TRIS:1996:0410:DE:C:EC","Commission"
2376,"TRIS:1996:0413:AT:N","Austria",1996-10-23,1996,1997-01-22,1997,"TRIS:1996:0413:AT:C:EC","Commission"
2377,"TRIS:1996:0414:AT:N","Austria",1996-10-24,1996,1997-02-03,1997,"TRIS:1996:0414:AT:C:EC","Commission"
2378,"TRIS:1996:0417:AT:N","Austria",1996-10-28,1996,1997-02-05,1997,"TRIS:1996:0417:AT:C:EC","Commission"
2379,"TRIS:1996:0422:PT:N","Portugal",1996-10-28,1996,1997-02-19,1997,"TRIS:1996:0422:PT:C:DE","Germany"
2380,"TRIS:1996:0422:PT:N","Portugal",1996-10-28,1996,1997-02-19,1997,"TRIS:1996:0422:PT:C:EC","Commission"
2381,"TRIS:1996:0422:PT:N","Portugal",1996-10-28,1996,1997-02-19,1997,"TRIS:1996:0422:PT:C:IT","Italy"
2382,"TRIS:1996:0423:FR:N","France",1996-10-30,1996,1996-11-12,1996,"TRIS:1996:0423:FR:C:AT","Austria"
2383,"TRIS:1996:0433:DE:N","Germany",1996-11-04,1996,1997-02-07,1997,"TRIS:1996:0433:DE:C:NL","Netherlands"
2384,"TRIS:1996:0435:DE:N","Germany",1996-11-04,1996,1997-02-07,1997,"TRIS:1996:0435:DE:C:FR","France"
2385,"TRIS:1996:0437:DK:N","Denmark",1996-11-04,1996,1997-05-07,1997,"TRIS:1996:0437:DK:C:AT","Austria"
2386,"TRIS:1996:0424:FI:N","Finland",1996-11-05,1996,1997-02-03,1997,"TRIS:1996:0424:FI:C:EC","Commission"
2387,"TRIS:1996:0424:FI:N","Finland",1996-11-05,1996,1997-02-03,1997,"TRIS:1996:0424:FI:C:UK","United Kingdom"
2388,"TRIS:1996:0440:FI:N","Finland",1996-11-06,1996,1997-02-05,1997,"TRIS:1996:0440:FI:C:EC","Commission"
2389,"TRIS:1996:0441:FI:N","Finland",1996-11-06,1996,1997-02-05,1997,"TRIS:1996:0441:FI:C:EC","Commission"
2390,"TRIS:1996:0442:SE:N","Sweden",1996-11-06,1996,1997-02-06,1997,"TRIS:1996:0442:SE:C:EC","Commission"
2391,"TRIS:1996:0442:SE:N","Sweden",1996-11-06,1996,1997-02-06,1997,"TRIS:1996:0442:SE:C:ES","Spain"
2392,"TRIS:1996:0444:UK:N","United Kingdom",1996-11-06,1996,1997-02-07,1997,"TRIS:1996:0444:UK:C:EC","Commission"
2393,"TRIS:1996:0445:DE:N","Germany",1996-11-07,1996,1997-02-13,1997,"TRIS:1996:0445:DE:C:EC","Commission"
2394,"TRIS:1996:0447:NL:N","Netherlands",1996-11-08,1996,1997-02-10,1997,"TRIS:1996:0447:NL:C:EC","Commission"
2395,"TRIS:1996:0447:NL:N","Netherlands",1996-11-08,1996,1997-02-10,1997,"TRIS:1996:0447:NL:C:IT","Italy"
2396,"TRIS:1996:0448:NL:N","Netherlands",1996-11-08,1996,1997-02-10,1997,"TRIS:1996:0448:NL:C:EC","Commission"
2397,"TRIS:1996:0449:NL:N","Netherlands",1996-11-08,1996,1997-02-10,1997,"TRIS:1996:0449:NL:C:EC","Commission"
2398,"TRIS:1996:0446:UK:N","United Kingdom",1996-11-11,1996,1997-02-17,1997,"TRIS:1996:0446:UK:C:EC","Commission"
2399,"TRIS:1996:0450:DE:N","Germany",1996-11-13,1996,1997-02-19,1997,"TRIS:1996:0450:DE:C:EC","Commission"
2400,"TRIS:1996:0451:DE:N","Germany",1996-11-14,1996,1997-02-14,1997,"TRIS:1996:0451:DE:C:AT","Austria"
2401,"TRIS:1996:0452:AT:N","Austria",1996-11-15,1996,1997-05-22,1997,"TRIS:1996:0452:AT:C:EC","Commission"
2402,"TRIS:1996:0453:FI:N","Finland",1996-11-18,1996,1997-02-21,1997,"TRIS:1996:0453:FI:C:EC","Commission"
2403,"TRIS:1996:0454:NL:N","Netherlands",1996-11-18,1996,1997-02-21,1997,"TRIS:1996:0454:NL:C:EC","Commission"
2404,"TRIS:1996:0455:NL:N","Netherlands",1996-11-19,1996,1997-05-22,1997,"TRIS:1996:0455:NL:C:EC","Commission"
2405,"TRIS:1996:0455:NL:N","Netherlands",1996-11-19,1996,1997-05-22,1997,"TRIS:1996:0455:NL:C:ES","Spain"
2406,"TRIS:1996:0456:PT:N","Portugal",1996-11-19,1996,1997-05-20,1997,"TRIS:1996:0456:PT:C:EC","Commission"
2407,"TRIS:1996:0458:ES:N","Spain",1996-11-20,1996,1997-02-20,1997,"TRIS:1996:0458:ES:C:FR","France"
2408,"TRIS:1996:0460:DE:N","Germany",1996-11-20,1996,1997-02-24,1997,"TRIS:1996:0460:DE:C:AT","Austria"
2409,"TRIS:1996:0460:DE:N","Germany",1996-11-20,1996,1997-02-24,1997,"TRIS:1996:0460:DE:C:EC","Commission"
2410,"TRIS:1996:0461:FI:N","Finland",1996-11-20,1996,1997-02-21,1997,"TRIS:1996:0461:FI:C:EC","Commission"
2411,"TRIS:1996:0462:AT:N","Austria",1996-11-22,1996,1997-05-22,1997,"TRIS:1996:0462:AT:C:EC","Commission"
2412,"TRIS:1996:0463:DE:N","Germany",1996-11-22,1996,1997-02-24,1997,"TRIS:1996:0463:DE:C:AT","Austria"
2413,"TRIS:1996:0463:DE:N","Germany",1996-11-22,1996,1997-02-24,1997,"TRIS:1996:0463:DE:C:EC","Commission"
2414,"TRIS:1996:0463:DE:N","Germany",1996-11-22,1996,1997-02-24,1997,"TRIS:1996:0463:DE:C:UK","United Kingdom"
2415,"TRIS:1996:0465:DE:N","Germany",1996-11-22,1996,1997-05-26,1997,"TRIS:1996:0465:DE:C:NL","Netherlands"
2416,"TRIS:1996:0470:AT:N","Austria",1996-11-22,1996,1997-02-26,1997,"TRIS:1996:0470:AT:C:EC","Commission"
2417,"TRIS:1996:0471:UK:N","United Kingdom",1996-11-22,1996,1997-02-28,1997,"TRIS:1996:0471:UK:C:EC","Commission"
2418,"TRIS:1996:0469:FI:N","Finland",1996-11-25,1996,1997-02-24,1997,"TRIS:1996:0469:FI:C:ES","Spain"
2419,"TRIS:1996:0472:DE:N","Germany",1996-11-25,1996,1997-02-28,1997,"TRIS:1996:0472:DE:C:EC","Commission"
2420,"TRIS:1996:0472:DE:N","Germany",1996-11-25,1996,1997-02-28,1997,"TRIS:1996:0472:DE:C:FR","France"
2421,"TRIS:1996:0473:IT:N","Italy",1996-11-25,1996,1997-02-26,1997,"TRIS:1996:0473:IT:C:AT","Austria"
2422,"TRIS:1996:0474:DK:N","Denmark",1996-11-25,1996,1997-02-28,1997,"TRIS:1996:0474:DK:C:EC","Commission"
2423,"TRIS:1996:0476:AT:N","Austria",1996-11-28,1996,1997-06-03,1997,"TRIS:1996:0476:AT:C:NL","Netherlands"
2424,"TRIS:1996:0477:AT:N","Austria",1996-11-28,1996,1997-03-03,1997,"TRIS:1996:0477:AT:C:EC","Commission"
2425,"TRIS:1996:0478:DK:N","Denmark",1996-11-28,1996,1997-03-03,1997,"TRIS:1996:0478:DK:C:EC","Commission"
2426,"TRIS:1996:0479:NL:N","Netherlands",1996-11-29,1996,NA,NA,"TRIS:1996:0479:NL:C:EC","Commission"
2427,"TRIS:1996:0480:EL:N","Greece",1996-11-29,1996,1997-03-03,1997,"TRIS:1996:0480:EL:C:DE","Germany"
2428,"TRIS:1996:0482:UK:N","United Kingdom",1996-11-29,1996,1997-05-30,1997,"TRIS:1996:0482:UK:C:ES","Spain"
2429,"TRIS:1996:0482:UK:N","United Kingdom",1996-11-29,1996,1997-05-30,1997,"TRIS:1996:0482:UK:C:FR","France"
2430,"TRIS:1996:0484:DK:N","Denmark",1996-12-04,1996,1997-03-06,1997,"TRIS:1996:0484:DK:C:EC","Commission"
2431,"TRIS:1996:0485:DE:N","Germany",1996-12-04,1996,1997-03-06,1997,"TRIS:1996:0485:DE:C:IT","Italy"
2432,"TRIS:1996:0488:AT:N","Austria",1996-12-04,1996,1997-03-07,1997,"TRIS:1996:0488:AT:C:EC","Commission"
2433,"TRIS:1996:0489:FI:N","Finland",1996-12-06,1996,1997-03-07,1997,"TRIS:1996:0489:FI:C:EC","Commission"
2434,"TRIS:1996:0491:SE:N","Sweden",1996-12-09,1996,1997-03-12,1997,"TRIS:1996:0491:SE:C:EC","Commission"
2435,"TRIS:1996:0491:SE:N","Sweden",1996-12-09,1996,1997-03-12,1997,"TRIS:1996:0491:SE:C:IT","Italy"
2436,"TRIS:1996:0493:DK:N","Denmark",1996-12-10,1996,1997-06-17,1997,"TRIS:1996:0493:DK:C:NL","Netherlands"
2437,"TRIS:1996:0496:FR:N","France",1996-12-10,1996,1997-03-11,1997,"TRIS:1996:0496:FR:C:EC","Commission"
2438,"TRIS:1996:0497:IT:N","Italy",1996-12-11,1996,1997-06-12,1997,"TRIS:1996:0497:IT:C:ES","Spain"
2439,"TRIS:1996:0497:IT:N","Italy",1996-12-11,1996,1997-06-12,1997,"TRIS:1996:0497:IT:C:FI","Finland"
2440,"TRIS:1996:0497:IT:N","Italy",1996-12-11,1996,1997-06-12,1997,"TRIS:1996:0497:IT:C:UK","United Kingdom"
2441,"TRIS:1996:0498:FR:N","France",1996-12-12,1996,1997-03-11,1997,"TRIS:1996:0498:FR:C:DE","Germany"
2442,"TRIS:1996:0498:FR:N","France",1996-12-12,1996,1997-03-11,1997,"TRIS:1996:0498:FR:C:ES","Spain"
2443,"TRIS:1996:0498:FR:N","France",1996-12-12,1996,1997-03-11,1997,"TRIS:1996:0498:FR:C:UK","United Kingdom"
2444,"TRIS:1996:0499:UK:N","United Kingdom",1996-12-12,1996,1997-03-19,1997,"TRIS:1996:0499:UK:C:EC","Commission"
2445,"TRIS:1996:0500:DK:N","Denmark",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0500:DK:C:EC","Commission"
2446,"TRIS:1996:0500:DK:N","Denmark",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0500:DK:C:ES","Spain"
2447,"TRIS:1996:0500:DK:N","Denmark",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0500:DK:C:UK","United Kingdom"
2448,"TRIS:1996:0501:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0501:EL:C:EC","Commission"
2449,"TRIS:1996:0501:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0501:EL:C:ES","Spain"
2450,"TRIS:1996:0501:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0501:EL:C:UK","United Kingdom"
2451,"TRIS:1996:0502:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0502:EL:C:EC","Commission"
2452,"TRIS:1996:0502:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0502:EL:C:ES","Spain"
2453,"TRIS:1996:0502:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0502:EL:C:NL","Netherlands"
2454,"TRIS:1996:0503:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0503:EL:C:EC","Commission"
2455,"TRIS:1996:0503:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0503:EL:C:ES","Spain"
2456,"TRIS:1996:0503:EL:N","Greece",1996-12-12,1996,1997-03-12,1997,"TRIS:1996:0503:EL:C:NL","Netherlands"
2457,"TRIS:1996:0504:DE:N","Germany",1996-12-12,1996,1997-06-17,1997,"TRIS:1996:0504:DE:C:EC","Commission"
2458,"TRIS:1996:0505:BE:N","Belgium",1996-12-12,1996,1997-06-17,1997,"TRIS:1996:0505:BE:C:EC","Commission"
2459,"TRIS:1996:0506:SE:N","Sweden",1996-12-12,1996,1997-06-12,1997,"TRIS:1996:0506:SE:C:EC","Commission"
2460,"TRIS:1996:0506:SE:N","Sweden",1996-12-12,1996,1997-06-12,1997,"TRIS:1996:0506:SE:C:UK","United Kingdom"
2461,"TRIS:1996:0507:DE:N","Germany",1996-12-13,1996,1997-06-17,1997,"TRIS:1996:0507:DE:C:NL","Netherlands"
2462,"TRIS:1996:0507:DE:N","Germany",1996-12-13,1996,1997-06-17,1997,"TRIS:1996:0507:DE:C:SE","Sweden"
2463,"TRIS:1996:0509:NL:N","Netherlands",1996-12-16,1996,1997-03-24,1997,"TRIS:1996:0509:NL:C:EC","Commission"
2464,"TRIS:1996:0510:BE:N","Belgium",1996-12-16,1996,1997-03-24,1997,"TRIS:1996:0510:BE:C:EC","Commission"
2465,"TRIS:1996:0512:SE:N","Sweden",1996-12-20,1996,NA,NA,"TRIS:1996:0512:SE:C:EC","Commission"
2466,"TRIS:1996:0512:SE:N","Sweden",1996-12-20,1996,NA,NA,"TRIS:1996:0512:SE:C:FR","France"
2467,"TRIS:1996:0513:NL:N","Netherlands",1996-12-23,1996,1997-04-04,1997,"TRIS:1996:0513:NL:C:EC","Commission"
2468,"TRIS:1996:0514:NL:N","Netherlands",1996-12-23,1996,1997-07-04,1997,"TRIS:1996:0514:NL:C:ES","Spain"
2469,"TRIS:1996:0514:NL:N","Netherlands",1996-12-23,1996,1997-07-04,1997,"TRIS:1996:0514:NL:C:PT","Portugal"
2470,"TRIS:1996:0517:IE:N","Ireland",1996-12-23,1996,1997-03-24,1997,"TRIS:1996:0517:IE:C:EC","Commission"
2471,"TRIS:1996:0518:AT:N","Austria",1996-12-30,1996,1997-04-04,1997,"TRIS:1996:0518:AT:C:EC","Commission"
2472,"TRIS:1996:0520:AT:N","Austria",1996-12-30,1996,1997-04-04,1997,"TRIS:1996:0520:AT:C:EC","Commission"
2473,"TRIS:1996:0521:DE:N","Germany",1996-12-30,1996,1997-07-04,1997,"TRIS:1996:0521:DE:C:EC","Commission"
2474,"TRIS:1996:0521:DE:N","Germany",1996-12-30,1996,1997-07-04,1997,"TRIS:1996:0521:DE:C:IT","Italy"
2475,"TRIS:1997:0002:PT:N","Portugal",1996-12-30,1996,1997-07-04,1997,"TRIS:1997:0002:PT:C:NL","Netherlands"
2476,"TRIS:1997:0003:PT:N","Portugal",1996-12-30,1996,1997-07-04,1997,"TRIS:1997:0003:PT:C:FR","France"
2477,"TRIS:1997:0004:FR:N","France",1996-12-30,1996,1997-07-04,1997,"TRIS:1997:0004:FR:C:EC","Commission"
2478,"TRIS:1997:0004:FR:N","France",1996-12-30,1996,1997-07-04,1997,"TRIS:1997:0004:FR:C:ES","Spain"
2479,"TRIS:1997:0004:FR:N","France",1996-12-30,1996,1997-07-04,1997,"TRIS:1997:0004:FR:C:IT","Italy"
2480,"TRIS:1997:0004:FR:N","France",1996-12-30,1996,1997-07-04,1997,"TRIS:1997:0004:FR:C:SE","Sweden"
2481,"TRIS:1997:0005:FR:N","France",1996-12-30,1996,1997-07-04,1997,"TRIS:1997:0005:FR:C:EFTA","European Free Trade Association"
2482,"TRIS:1997:0005:FR:N","France",1996-12-30,1996,1997-07-04,1997,"TRIS:1997:0005:FR:C:IT","Italy"
2483,"TRIS:1997:0006:DE:N","Germany",1996-12-30,1996,1997-04-07,1997,"TRIS:1997:0006:DE:C:EC","Commission"
2484,"TRIS:1997:0007:AT:N","Austria",1997-01-03,1997,1997-04-08,1997,"TRIS:1997:0007:AT:C:EC","Commission"
2485,"TRIS:1997:0011:AT:N","Austria",1997-01-06,1997,1997-07-07,1997,"TRIS:1997:0011:AT:C:NL","Netherlands"
2486,"TRIS:1997:0012:AT:N","Austria",1997-01-06,1997,1997-04-07,1997,"TRIS:1997:0012:AT:C:NL","Netherlands"
2487,"TRIS:1997:0013:AT:N","Austria",1997-01-06,1997,1997-04-07,1997,"TRIS:1997:0013:AT:C:ES","Spain"
2488,"TRIS:1997:0014:AT:N","Austria",1997-01-06,1997,1997-04-07,1997,"TRIS:1997:0014:AT:C:EC","Commission"
2489,"TRIS:1997:0015:EL:N","Greece",1997-01-06,1997,1997-04-04,1997,"TRIS:1997:0015:EL:C:EC","Commission"
2490,"TRIS:1997:0016:DE:N","Germany",1997-01-08,1997,1997-04-10,1997,"TRIS:1997:0016:DE:C:IT","Italy"
2491,"TRIS:1997:0017:DE:N","Germany",1997-01-08,1997,1997-07-10,1997,"TRIS:1997:0017:DE:C:IT","Italy"
2492,"TRIS:1997:0019:FR:N","France",1997-01-08,1997,1997-04-09,1997,"TRIS:1997:0019:FR:C:EC","Commission"
2493,"TRIS:1997:0019:FR:N","France",1997-01-08,1997,1997-04-09,1997,"TRIS:1997:0019:FR:C:ES","Spain"
2494,"TRIS:1997:0020:BE:N","Belgium",1997-01-09,1997,1997-04-14,1997,"TRIS:1997:0020:BE:C:DE","Germany"
2495,"TRIS:1997:0024:ES:N","Spain",1997-01-09,1997,1997-07-15,1997,"TRIS:1997:0024:ES:C:EC","Commission"
2496,"TRIS:1997:0024:ES:N","Spain",1997-01-09,1997,1997-07-15,1997,"TRIS:1997:0024:ES:C:FR","France"
2497,"TRIS:1997:0024:ES:N","Spain",1997-01-09,1997,1997-07-15,1997,"TRIS:1997:0024:ES:C:PT","Portugal"
2498,"TRIS:1997:0029:FI:N","Finland",1997-01-14,1997,1997-04-15,1997,"TRIS:1997:0029:FI:C:EC","Commission"
2499,"TRIS:1997:0029:FI:N","Finland",1997-01-14,1997,1997-04-15,1997,"TRIS:1997:0029:FI:C:NL","Netherlands"
2500,"TRIS:1997:0030:AT:N","Austria",1997-01-20,1997,1997-04-28,1997,"TRIS:1997:0030:AT:C:EC","Commission"
2501,"TRIS:1997:0031:FI:N","Finland",1997-01-20,1997,1997-04-23,1997,"TRIS:1997:0031:FI:C:EC","Commission"
2502,"TRIS:1997:0032:UK:N","United Kingdom",1997-01-21,1997,1997-04-25,1997,"TRIS:1997:0032:UK:C:IT","Italy"
2503,"TRIS:1997:0035:NL:N","Netherlands",1997-01-22,1997,1997-04-24,1997,"TRIS:1997:0035:NL:C:EC","Commission"
2504,"TRIS:1997:0037:UK:N","United Kingdom",1997-01-22,1997,1997-04-23,1997,"TRIS:1997:0037:UK:C:ES","Spain"
2505,"TRIS:1997:0039:EL:N","Greece",1997-01-27,1997,1997-07-25,1997,"TRIS:1997:0039:EL:C:EC","Commission"
2506,"TRIS:1997:0039:EL:N","Greece",1997-01-27,1997,1997-07-25,1997,"TRIS:1997:0039:EL:C:ES","Spain"
2507,"TRIS:1997:0043:SE:N","Sweden",1997-01-27,1997,1997-04-30,1997,"TRIS:1997:0043:SE:C:EC","Commission"
2508,"TRIS:1997:0044:AT:N","Austria",1997-01-28,1997,1997-05-05,1997,"TRIS:1997:0044:AT:C:EC","Commission"
2509,"TRIS:1997:0045:BE:N","Belgium",1997-01-28,1997,1997-08-01,1997,"TRIS:1997:0045:BE:C:FR","France"
2510,"TRIS:1997:0046:UK:N","United Kingdom",1997-01-29,1997,1997-05-05,1997,"TRIS:1997:0046:UK:C:IT","Italy"
2511,"TRIS:1997:0049:DE:N","Germany",1997-01-29,1997,1997-05-05,1997,"TRIS:1997:0049:DE:C:AT","Austria"
2512,"TRIS:1997:0052:FR:N","France",1997-02-03,1997,1997-08-04,1997,"TRIS:1997:0052:FR:C:ES","Spain"
2513,"TRIS:1997:0053:ES:N","Spain",1997-02-04,1997,1997-05-12,1997,"TRIS:1997:0053:ES:C:NL","Netherlands"
2514,"TRIS:1997:0055:UK:N","United Kingdom",1997-02-04,1997,1997-05-06,1997,"TRIS:1997:0055:UK:C:IT","Italy"
2515,"TRIS:1997:0057:UK:N","United Kingdom",1997-02-05,1997,1997-05-12,1997,"TRIS:1997:0057:UK:C:EC","Commission"
2516,"TRIS:1997:0058:AT:N","Austria",1997-02-05,1997,1997-05-12,1997,"TRIS:1997:0058:AT:C:EC","Commission"
2517,"TRIS:1997:0058:AT:N","Austria",1997-02-05,1997,1997-05-12,1997,"TRIS:1997:0058:AT:C:UK","United Kingdom"
2518,"TRIS:1997:0059:IE:N","Ireland",1997-02-05,1997,1997-05-06,1997,"TRIS:1997:0059:IE:C:EC","Commission"
2519,"TRIS:1997:0059:IE:N","Ireland",1997-02-05,1997,1997-05-06,1997,"TRIS:1997:0059:IE:C:ES","Spain"
2520,"TRIS:1997:0073:BE:N","Belgium",1997-02-11,1997,1997-06-05,1997,"TRIS:1997:0073:BE:C:EC","Commission"
2521,"TRIS:1997:0074:UK:N","United Kingdom",1997-02-13,1997,1997-05-20,1997,"TRIS:1997:0074:UK:C:DE","Germany"
2522,"TRIS:1997:0075:NL:N","Netherlands",1997-02-13,1997,1997-05-20,1997,"TRIS:1997:0075:NL:C:EC","Commission"
2523,"TRIS:1997:0083:SE:N","Sweden",1997-02-14,1997,1997-05-20,1997,"TRIS:1997:0083:SE:C:EC","Commission"
2524,"TRIS:1997:0084:SE:N","Sweden",1997-02-14,1997,1997-05-20,1997,"TRIS:1997:0084:SE:C:EC","Commission"
2525,"TRIS:1997:0085:FI:N","Finland",1997-02-14,1997,1997-05-15,1997,"TRIS:1997:0085:FI:C:DE","Germany"
2526,"TRIS:1997:0085:FI:N","Finland",1997-02-14,1997,1997-05-15,1997,"TRIS:1997:0085:FI:C:EC","Commission"
2527,"TRIS:1997:0086:FI:N","Finland",1997-02-14,1997,1997-05-15,1997,"TRIS:1997:0086:FI:C:EC","Commission"
2528,"TRIS:1997:0079:DE:N","Germany",1997-02-18,1997,1997-05-21,1997,"TRIS:1997:0079:DE:C:EC","Commission"
2529,"TRIS:1997:0082:SE:N","Sweden",1997-02-19,1997,1997-05-21,1997,"TRIS:1997:0082:SE:C:EC","Commission"
2530,"TRIS:1997:0082:SE:N","Sweden",1997-02-19,1997,1997-05-21,1997,"TRIS:1997:0082:SE:C:FR","France"
2531,"TRIS:1997:0087:IT:N","Italy",1997-02-19,1997,1997-05-20,1997,"TRIS:1997:0087:IT:C:BE","Belgium"
2532,"TRIS:1997:0081:UK:N","United Kingdom",1997-02-20,1997,1997-05-22,1997,"TRIS:1997:0081:UK:C:EC","Commission"
2533,"TRIS:1997:0081:UK:N","United Kingdom",1997-02-20,1997,1997-05-22,1997,"TRIS:1997:0081:UK:C:FR","France"
2534,"TRIS:1997:0081:UK:N","United Kingdom",1997-02-20,1997,1997-05-22,1997,"TRIS:1997:0081:UK:C:IT","Italy"
2535,"TRIS:1997:0088:AT:N","Austria",1997-02-21,1997,1997-08-28,1997,"TRIS:1997:0088:AT:C:IT","Italy"
2536,"TRIS:1997:0090:AT:N","Austria",1997-02-21,1997,1997-08-28,1997,"TRIS:1997:0090:AT:C:IT","Italy"
2537,"TRIS:1997:0095:AT:N","Austria",1997-02-21,1997,1997-08-28,1997,"TRIS:1997:0095:AT:C:IT","Italy"
2538,"TRIS:1997:0096:AT:N","Austria",1997-02-21,1997,1997-08-28,1997,"TRIS:1997:0096:AT:C:IT","Italy"
2539,"TRIS:1997:0109:AT:N","Austria",1997-02-24,1997,1997-06-23,1997,"TRIS:1997:0109:AT:C:EC","Commission"
2540,"TRIS:1997:0109:AT:N","Austria",1997-02-24,1997,1997-06-23,1997,"TRIS:1997:0109:AT:C:IT","Italy"
2541,"TRIS:1997:0110:ES:N","Spain",1997-02-25,1997,1997-06-02,1997,"TRIS:1997:0110:ES:C:EC","Commission"
2542,"TRIS:1997:0111:ES:N","Spain",1997-02-25,1997,1997-06-02,1997,"TRIS:1997:0111:ES:C:UK","United Kingdom"
2543,"TRIS:1997:0112:FR:N","France",1997-02-25,1997,1997-05-26,1997,"TRIS:1997:0112:FR:C:DE","Germany"
2544,"TRIS:1997:0113:FR:N","France",1997-02-25,1997,1997-05-26,1997,"TRIS:1997:0113:FR:C:DE","Germany"
2545,"TRIS:1997:0114:FR:N","France",1997-02-25,1997,1997-05-26,1997,"TRIS:1997:0114:FR:C:DE","Germany"
2546,"TRIS:1997:0115:FR:N","France",1997-02-25,1997,1997-05-26,1997,"TRIS:1997:0115:FR:C:DE","Germany"
2547,"TRIS:1997:0116:AT:N","Austria",1997-02-26,1997,1997-06-04,1997,"TRIS:1997:0116:AT:C:EC","Commission"
2548,"TRIS:1997:0120:FR:N","France",1997-02-27,1997,1997-05-28,1997,"TRIS:1997:0120:FR:C:EC","Commission"
2549,"TRIS:1997:0123:DK:N","Denmark",1997-02-28,1997,1997-09-05,1997,"TRIS:1997:0123:DK:C:ES","Spain"
2550,"TRIS:1997:0123:DK:N","Denmark",1997-02-28,1997,1997-09-05,1997,"TRIS:1997:0123:DK:C:SE","Sweden"
2551,"TRIS:1997:9004:IS:N","Iceland",1997-03-04,1997,1997-05-29,1997,"TRIS:1997:9004:IS:C:EC","Commission"
2552,"TRIS:1997:0126:FR:N","France",1997-03-05,1997,1997-09-08,1997,"TRIS:1997:0126:FR:C:EC","Commission"
2553,"TRIS:1997:0126:FR:N","France",1997-03-05,1997,1997-09-08,1997,"TRIS:1997:0126:FR:C:NL","Netherlands"
2554,"TRIS:1997:0126:FR:N","France",1997-03-05,1997,1997-09-08,1997,"TRIS:1997:0126:FR:C:UK","United Kingdom"
2555,"TRIS:1997:0127:NL:N","Netherlands",1997-03-06,1997,1997-06-11,1997,"TRIS:1997:0127:NL:C:EC","Commission"
2556,"TRIS:1997:0130:UK:N","United Kingdom",1997-03-10,1997,1997-06-16,1997,"TRIS:1997:0130:UK:C:IT","Italy"
2557,"TRIS:1997:9005:NO:N","Norway",1997-03-10,1997,1997-06-16,1997,"TRIS:1997:9005:NO:C:EC","Commission"
2558,"TRIS:1997:0131:DK:N","Denmark",1997-03-12,1997,1997-09-15,1997,"TRIS:1997:0131:DK:C:EC","Commission"
2559,"TRIS:1997:0131:DK:N","Denmark",1997-03-12,1997,1997-09-15,1997,"TRIS:1997:0131:DK:C:ES","Spain"
2560,"TRIS:1997:0132:AT:N","Austria",1997-03-12,1997,1997-09-15,1997,"TRIS:1997:0132:AT:C:EC","Commission"
2561,"TRIS:1997:0139:BE:N","Belgium",1997-03-13,1997,1997-06-19,1997,"TRIS:1997:0139:BE:C:EC","Commission"
2562,"TRIS:1997:0139:BE:N","Belgium",1997-03-13,1997,1997-06-19,1997,"TRIS:1997:0139:BE:C:IT","Italy"
2563,"TRIS:1997:0140:DE:N","Germany",1997-03-17,1997,1997-06-18,1997,"TRIS:1997:0140:DE:C:EC","Commission"
2564,"TRIS:1997:0141:FR:N","France",1997-03-17,1997,1997-09-18,1997,"TRIS:1997:0141:FR:C:AT","Austria"
2565,"TRIS:1997:0141:FR:N","France",1997-03-17,1997,1997-09-18,1997,"TRIS:1997:0141:FR:C:DE","Germany"
2566,"TRIS:1997:0141:FR:N","France",1997-03-17,1997,1997-09-18,1997,"TRIS:1997:0141:FR:C:ES","Spain"
2567,"TRIS:1997:0141:FR:N","France",1997-03-17,1997,1997-09-18,1997,"TRIS:1997:0141:FR:C:IT","Italy"
2568,"TRIS:1997:0141:FR:N","France",1997-03-17,1997,1997-09-18,1997,"TRIS:1997:0141:FR:C:NL","Netherlands"
2569,"TRIS:1997:0141:FR:N","France",1997-03-17,1997,1997-09-18,1997,"TRIS:1997:0141:FR:C:SE","Sweden"
2570,"TRIS:1997:0144:NL:N","Netherlands",1997-03-19,1997,1997-06-23,1997,"TRIS:1997:0144:NL:C:EC","Commission"
2571,"TRIS:1997:0145:BE:N","Belgium",1997-03-19,1997,1997-06-23,1997,"TRIS:1997:0145:BE:C:EC","Commission"
2572,"TRIS:1997:0145:BE:N","Belgium",1997-03-19,1997,1997-06-23,1997,"TRIS:1997:0145:BE:C:FR","France"
