"key_ID","notification_ID","notification_by_ID","notification_by","notification_by_code","start_date","start_year","end_date","end_year","comment_ID","comment_by_ID","comment_by","comment_by_code"
2679,"TRIS:1997:0300:NL:N",6,"Netherlands","NL",1997-06-05,1997,1997-09-08,1997,"TRIS:1997:0300:NL:C:EC",34,"Commission","EC"
2680,"TRIS:1997:0301:NL:N",6,"Netherlands","NL",1997-06-05,1997,1997-12-08,1997,"TRIS:1997:0301:NL:C:ES",12,"Spain","ES"
2681,"TRIS:1997:0301:NL:N",6,"Netherlands","NL",1997-06-05,1997,1997-12-08,1997,"TRIS:1997:0301:NL:C:UK",9,"United Kingdom","UK"
2682,"TRIS:1997:0302:DE:N",3,"Germany","DE",1997-06-05,1997,1997-09-08,1997,"TRIS:1997:0302:DE:C:EC",34,"Commission","EC"
2683,"TRIS:1997:0302:DE:N",3,"Germany","DE",1997-06-05,1997,1997-09-08,1997,"TRIS:1997:0302:DE:C:IT",4,"Italy","IT"
2684,"TRIS:1997:0305:AT:N",13,"Austria","AT",1997-06-09,1997,1997-09-15,1997,"TRIS:1997:0305:AT:C:EC",34,"Commission","EC"
2685,"TRIS:1997:0308:IT:N",4,"Italy","IT",1997-06-09,1997,1997-09-10,1997,"TRIS:1997:0308:IT:C:NL",6,"Netherlands","NL"
2686,"TRIS:1997:0310:AT:N",13,"Austria","AT",1997-06-13,1997,1997-09-19,1997,"TRIS:1997:0310:AT:C:FR",2,"France","FR"
2687,"TRIS:1997:0321:NL:N",6,"Netherlands","NL",1997-06-16,1997,1997-06-30,1997,"TRIS:1997:0321:NL:C:ES",12,"Spain","ES"
2688,"TRIS:1997:0323:IT:N",4,"Italy","IT",1997-06-17,1997,1997-12-18,1997,"TRIS:1997:0323:IT:C:ES",12,"Spain","ES"
2689,"TRIS:1997:0325:DK:N",7,"Denmark","DK",1997-06-17,1997,1997-09-19,1997,"TRIS:1997:0325:DK:C:EC",34,"Commission","EC"
2690,"TRIS:1997:0327:UK:N",9,"United Kingdom","UK",1997-06-19,1997,1997-09-22,1997,"TRIS:1997:0327:UK:C:ES",12,"Spain","ES"
2691,"TRIS:1997:9507:CH:N",32,"Switzerland","CH",1997-06-20,1997,1997-09-19,1997,"TRIS:1997:9507:CH:C:EC",34,"Commission","EC"
2692,"TRIS:1997:0329:NL:N",6,"Netherlands","NL",1997-06-23,1997,1997-12-29,1997,"TRIS:1997:0329:NL:C:EC",34,"Commission","EC"
2693,"TRIS:1997:0330:FR:N",2,"France","FR",1997-06-24,1997,1997-12-25,1997,"TRIS:1997:0330:FR:C:ES",12,"Spain","ES"
2694,"TRIS:1997:0331:FR:N",2,"France","FR",1997-06-24,1997,1997-09-25,1997,"TRIS:1997:0331:FR:C:EC",34,"Commission","EC"
2695,"TRIS:1997:0331:FR:N",2,"France","FR",1997-06-24,1997,1997-09-25,1997,"TRIS:1997:0331:FR:C:ES",12,"Spain","ES"
2696,"TRIS:1997:0335:UK:N",9,"United Kingdom","UK",1997-06-27,1997,1997-12-29,1997,"TRIS:1997:0335:UK:C:EC",34,"Commission","EC"
2697,"TRIS:1997:0337:NL:N",6,"Netherlands","NL",1997-06-27,1997,1997-10-01,1997,"TRIS:1997:0337:NL:C:UK",9,"United Kingdom","UK"
2698,"TRIS:1997:0343:NL:N",6,"Netherlands","NL",1997-06-30,1997,1998-01-01,1998,"TRIS:1997:0343:NL:C:DE",3,"Germany","DE"
2699,"TRIS:1997:0343:NL:N",6,"Netherlands","NL",1997-06-30,1997,1998-01-01,1998,"TRIS:1997:0343:NL:C:EC",34,"Commission","EC"
2700,"TRIS:1997:0343:NL:N",6,"Netherlands","NL",1997-06-30,1997,1998-01-01,1998,"TRIS:1997:0343:NL:C:ES",12,"Spain","ES"
2701,"TRIS:1997:0344:NL:N",6,"Netherlands","NL",1997-06-30,1997,1998-01-01,1998,"TRIS:1997:0344:NL:C:DE",3,"Germany","DE"
2702,"TRIS:1997:0344:NL:N",6,"Netherlands","NL",1997-06-30,1997,1998-01-01,1998,"TRIS:1997:0344:NL:C:EC",34,"Commission","EC"
2703,"TRIS:1997:0345:NL:N",6,"Netherlands","NL",1997-06-30,1997,1997-10-03,1997,"TRIS:1997:0345:NL:C:EC",34,"Commission","EC"
2704,"TRIS:1997:0346:NL:N",6,"Netherlands","NL",1997-06-30,1997,1997-10-03,1997,"TRIS:1997:0346:NL:C:EC",34,"Commission","EC"
2705,"TRIS:1997:0347:NL:N",6,"Netherlands","NL",1997-06-30,1997,1997-10-03,1997,"TRIS:1997:0347:NL:C:EC",34,"Commission","EC"
2706,"TRIS:1997:0353:DK:N",7,"Denmark","DK",1997-07-02,1997,1998-01-09,1998,"TRIS:1997:0353:DK:C:NL",6,"Netherlands","NL"
2707,"TRIS:1997:0354:DK:N",7,"Denmark","DK",1997-07-02,1997,1998-01-09,1998,"TRIS:1997:0354:DK:C:DE",3,"Germany","DE"
2708,"TRIS:1997:0354:DK:N",7,"Denmark","DK",1997-07-02,1997,1998-01-09,1998,"TRIS:1997:0354:DK:C:NL",6,"Netherlands","NL"
2709,"TRIS:1997:0355:DK:N",7,"Denmark","DK",1997-07-02,1997,1998-01-09,1998,"TRIS:1997:0355:DK:C:FR",2,"France","FR"
2710,"TRIS:1997:0355:DK:N",7,"Denmark","DK",1997-07-02,1997,1998-01-09,1998,"TRIS:1997:0355:DK:C:NL",6,"Netherlands","NL"
2711,"TRIS:1997:0356:DK:N",7,"Denmark","DK",1997-07-02,1997,1998-01-09,1998,"TRIS:1997:0356:DK:C:NL",6,"Netherlands","NL"
2712,"TRIS:1997:0357:SE:N",15,"Sweden","SE",1997-07-02,1997,1997-10-06,1997,"TRIS:1997:0357:SE:C:EC",34,"Commission","EC"
2713,"TRIS:1997:0358:IT:N",4,"Italy","IT",1997-07-03,1997,1997-10-06,1997,"TRIS:1997:0358:IT:C:EC",34,"Commission","EC"
2714,"TRIS:1997:0361:NL:N",6,"Netherlands","NL",1997-07-04,1997,1997-10-13,1997,"TRIS:1997:0361:NL:C:EC",34,"Commission","EC"
2715,"TRIS:1997:0379:DE:N",3,"Germany","DE",1997-07-08,1997,1998-01-09,1998,"TRIS:1997:0379:DE:C:IT",4,"Italy","IT"
2716,"TRIS:1997:0362:FR:N",2,"France","FR",1997-07-09,1997,1997-10-10,1997,"TRIS:1997:0362:FR:C:EC",34,"Commission","EC"
2717,"TRIS:1997:0375:DK:N",7,"Denmark","DK",1997-07-10,1997,1997-10-16,1997,"TRIS:1997:0375:DK:C:EC",34,"Commission","EC"
2718,"TRIS:1997:0363:NL:N",6,"Netherlands","NL",1997-07-11,1997,1998-01-12,1998,"TRIS:1997:0363:NL:C:EC",34,"Commission","EC"
2719,"TRIS:1997:0369:NL:N",6,"Netherlands","NL",1997-07-11,1997,1997-10-16,1997,"TRIS:1997:0369:NL:C:EC",34,"Commission","EC"
2720,"TRIS:1997:0374:NL:N",6,"Netherlands","NL",1997-07-11,1997,1998-01-23,1998,"TRIS:1997:0374:NL:C:EC",34,"Commission","EC"
2721,"TRIS:1997:0387:UK:N",9,"United Kingdom","UK",1997-07-11,1997,1997-10-24,1997,"TRIS:1997:0387:UK:C:EC",34,"Commission","EC"
2722,"TRIS:1997:0380:BE:N",1,"Belgium","BE",1997-07-15,1997,1998-01-16,1998,"TRIS:1997:0380:BE:C:ES",12,"Spain","ES"
2723,"TRIS:1997:0385:DK:N",7,"Denmark","DK",1997-07-15,1997,1997-10-16,1997,"TRIS:1997:0385:DK:C:EC",34,"Commission","EC"
2724,"TRIS:1997:0396:DE:N",3,"Germany","DE",1997-07-16,1997,1998-01-23,1998,"TRIS:1997:0396:DE:C:FR",2,"France","FR"
2725,"TRIS:1997:0396:DE:N",3,"Germany","DE",1997-07-16,1997,1998-01-23,1998,"TRIS:1997:0396:DE:C:IT",4,"Italy","IT"
2726,"TRIS:1997:0397:DE:N",3,"Germany","DE",1997-07-16,1997,1997-10-23,1997,"TRIS:1997:0397:DE:C:EC",34,"Commission","EC"
2727,"TRIS:1997:0388:DK:N",7,"Denmark","DK",1997-07-18,1997,1997-10-20,1997,"TRIS:1997:0388:DK:C:EC",34,"Commission","EC"
2728,"TRIS:1997:0389:DK:N",7,"Denmark","DK",1997-07-18,1997,1997-10-20,1997,"TRIS:1997:0389:DK:C:EC",34,"Commission","EC"
2729,"TRIS:1997:0390:BE:N",1,"Belgium","BE",1997-07-18,1997,1997-10-29,1997,"TRIS:1997:0390:BE:C:DE",3,"Germany","DE"
2730,"TRIS:1997:0403:SE:N",15,"Sweden","SE",1997-07-25,1997,1997-10-29,1997,"TRIS:1997:0403:SE:C:EC",34,"Commission","EC"
2731,"TRIS:1997:0394:AT:N",13,"Austria","AT",1997-07-28,1997,1997-10-29,1997,"TRIS:1997:0394:AT:C:EC",34,"Commission","EC"
2732,"TRIS:1997:0401:AT:N",13,"Austria","AT",1997-07-28,1997,1997-11-03,1997,"TRIS:1997:0401:AT:C:EC",34,"Commission","EC"
2733,"TRIS:1997:0402:AT:N",13,"Austria","AT",1997-07-28,1997,1997-10-30,1997,"TRIS:1997:0402:AT:C:EC",34,"Commission","EC"
2734,"TRIS:1997:0405:FR:N",2,"France","FR",1997-07-28,1997,1998-01-29,1998,"TRIS:1997:0405:FR:C:EC",34,"Commission","EC"
2735,"TRIS:1997:0408:NL:N",6,"Netherlands","NL",1997-07-29,1997,1998-01-26,1998,"TRIS:1997:0408:NL:C:EC",34,"Commission","EC"
2736,"TRIS:1997:0408:NL:N",6,"Netherlands","NL",1997-07-29,1997,1998-01-26,1998,"TRIS:1997:0408:NL:C:FR",2,"France","FR"
2737,"TRIS:1997:0408:NL:N",6,"Netherlands","NL",1997-07-29,1997,1998-01-26,1998,"TRIS:1997:0408:NL:C:IT",4,"Italy","IT"
2738,"TRIS:1997:0409:NL:N",6,"Netherlands","NL",1997-07-29,1997,1997-10-23,1997,"TRIS:1997:0409:NL:C:DE",3,"Germany","DE"
2739,"TRIS:1997:0409:NL:N",6,"Netherlands","NL",1997-07-29,1997,1997-10-23,1997,"TRIS:1997:0409:NL:C:EC",34,"Commission","EC"
2740,"TRIS:1997:0410:BE:N",1,"Belgium","BE",1997-07-29,1997,1998-01-30,1998,"TRIS:1997:0410:BE:C:EC",34,"Commission","EC"
2741,"TRIS:1997:0412:NL:N",6,"Netherlands","NL",1997-07-29,1997,1997-10-30,1997,"TRIS:1997:0412:NL:C:EC",34,"Commission","EC"
2742,"TRIS:1997:0413:NL:N",6,"Netherlands","NL",1997-07-29,1997,1997-11-03,1997,"TRIS:1997:0413:NL:C:EC",34,"Commission","EC"
2743,"TRIS:1997:0414:NL:N",6,"Netherlands","NL",1997-07-29,1997,1997-10-31,1997,"TRIS:1997:0414:NL:C:EC",34,"Commission","EC"
2744,"TRIS:1997:0414:NL:N",6,"Netherlands","NL",1997-07-29,1997,1997-10-31,1997,"TRIS:1997:0414:NL:C:ES",12,"Spain","ES"
2745,"TRIS:1997:0415:NL:N",6,"Netherlands","NL",1997-07-29,1997,1997-11-03,1997,"TRIS:1997:0415:NL:C:EC",34,"Commission","EC"
2746,"TRIS:1997:0418:NL:N",6,"Netherlands","NL",1997-07-29,1997,1997-10-31,1997,"TRIS:1997:0418:NL:C:ES",12,"Spain","ES"
2747,"TRIS:1997:0421:FR:N",2,"France","FR",1997-07-29,1997,1997-10-30,1997,"TRIS:1997:0421:FR:C:EC",34,"Commission","EC"
2748,"TRIS:1997:0421:FR:N",2,"France","FR",1997-07-29,1997,1997-10-30,1997,"TRIS:1997:0421:FR:C:ES",12,"Spain","ES"
2749,"TRIS:1997:0421:FR:N",2,"France","FR",1997-07-29,1997,1997-10-30,1997,"TRIS:1997:0421:FR:C:NL",6,"Netherlands","NL"
2750,"TRIS:1997:0422:AT:N",13,"Austria","AT",1997-07-29,1997,1998-01-30,1998,"TRIS:1997:0422:AT:C:EC",34,"Commission","EC"
2751,"TRIS:1997:0424:DE:N",3,"Germany","DE",1997-07-30,1997,1997-11-03,1997,"TRIS:1997:0424:DE:C:ES",12,"Spain","ES"
2752,"TRIS:1997:0425:PT:N",11,"Portugal","PT",1997-07-30,1997,1997-11-06,1997,"TRIS:1997:0425:PT:C:EC",34,"Commission","EC"
2753,"TRIS:1997:0431:NL:N",6,"Netherlands","NL",1997-07-30,1997,1997-11-03,1997,"TRIS:1997:0431:NL:C:ES",12,"Spain","ES"
2754,"TRIS:1997:0432:NL:N",6,"Netherlands","NL",1997-07-30,1997,1997-11-03,1997,"TRIS:1997:0432:NL:C:ES",12,"Spain","ES"
2755,"TRIS:1997:0435:NL:N",6,"Netherlands","NL",1997-07-30,1997,1997-11-03,1997,"TRIS:1997:0435:NL:C:ES",12,"Spain","ES"
2756,"TRIS:1997:0435:NL:N",6,"Netherlands","NL",1997-07-30,1997,1997-11-03,1997,"TRIS:1997:0435:NL:C:FR",2,"France","FR"
2757,"TRIS:1997:0444:NL:N",6,"Netherlands","NL",1997-07-31,1997,1997-11-03,1997,"TRIS:1997:0444:NL:C:AT",13,"Austria","AT"
2758,"TRIS:1997:0446:NL:N",6,"Netherlands","NL",1997-07-31,1997,1997-11-03,1997,"TRIS:1997:0446:NL:C:FR",2,"France","FR"
2759,"TRIS:1997:0449:IT:N",4,"Italy","IT",1997-07-31,1997,1997-11-03,1997,"TRIS:1997:0449:IT:C:EC",34,"Commission","EC"
2760,"TRIS:1997:0449:IT:N",4,"Italy","IT",1997-07-31,1997,1997-11-03,1997,"TRIS:1997:0449:IT:C:ES",12,"Spain","ES"
2761,"TRIS:1997:0457:EL:N",10,"Greece","EL",1997-08-01,1997,1998-02-02,1998,"TRIS:1997:0457:EL:C:EC",34,"Commission","EC"
2762,"TRIS:1997:0457:EL:N",10,"Greece","EL",1997-08-01,1997,1998-02-02,1998,"TRIS:1997:0457:EL:C:FR",2,"France","FR"
2763,"TRIS:1997:0467:NL:N",6,"Netherlands","NL",1997-08-04,1997,1997-11-05,1997,"TRIS:1997:0467:NL:C:AT",13,"Austria","AT"
2764,"TRIS:1997:0469:AT:N",13,"Austria","AT",1997-08-04,1997,1997-11-10,1997,"TRIS:1997:0469:AT:C:EC",34,"Commission","EC"
2765,"TRIS:1997:0473:NL:N",6,"Netherlands","NL",1997-08-04,1997,1997-11-06,1997,"TRIS:1997:0473:NL:C:EC",34,"Commission","EC"
2766,"TRIS:1997:0474:NL:N",6,"Netherlands","NL",1997-08-04,1997,1998-02-06,1998,"TRIS:1997:0474:NL:C:EC",34,"Commission","EC"
2767,"TRIS:1997:0475:NL:N",6,"Netherlands","NL",1997-08-04,1997,1997-11-06,1997,"TRIS:1997:0475:NL:C:EC",34,"Commission","EC"
2768,"TRIS:1997:0481:NL:N",6,"Netherlands","NL",1997-08-05,1997,1997-11-06,1997,"TRIS:1997:0481:NL:C:AT",13,"Austria","AT"
2769,"TRIS:1997:0482:FR:N",2,"France","FR",1997-08-05,1997,1997-11-05,1997,"TRIS:1997:0482:FR:C:IT",4,"Italy","IT"
2770,"TRIS:1997:0482:FR:N",2,"France","FR",1997-08-05,1997,1997-11-05,1997,"TRIS:1997:0482:FR:C:NL",6,"Netherlands","NL"
2771,"TRIS:1997:0485:NL:N",6,"Netherlands","NL",1997-08-06,1997,1997-11-10,1997,"TRIS:1997:0485:NL:C:DE",3,"Germany","DE"
2772,"TRIS:1997:0485:NL:N",6,"Netherlands","NL",1997-08-06,1997,1997-11-10,1997,"TRIS:1997:0485:NL:C:FR",2,"France","FR"
2773,"TRIS:1997:0486:NL:N",6,"Netherlands","NL",1997-08-06,1997,1997-11-07,1997,"TRIS:1997:0486:NL:C:EC",34,"Commission","EC"
2774,"TRIS:1997:0487:NL:N",6,"Netherlands","NL",1997-08-06,1997,1997-11-07,1997,"TRIS:1997:0487:NL:C:EC",34,"Commission","EC"
2775,"TRIS:1997:0488:NL:N",6,"Netherlands","NL",1997-08-06,1997,1997-11-07,1997,"TRIS:1997:0488:NL:C:EC",34,"Commission","EC"
2776,"TRIS:1997:0489:NL:N",6,"Netherlands","NL",1997-08-06,1997,1997-11-07,1997,"TRIS:1997:0489:NL:C:EC",34,"Commission","EC"
2777,"TRIS:1997:0490:NL:N",6,"Netherlands","NL",1997-08-06,1997,1997-11-07,1997,"TRIS:1997:0490:NL:C:EC",34,"Commission","EC"
2778,"TRIS:1997:0491:NL:N",6,"Netherlands","NL",1997-08-06,1997,1997-11-07,1997,"TRIS:1997:0491:NL:C:EC",34,"Commission","EC"
2779,"TRIS:1997:0498:AT:N",13,"Austria","AT",1997-08-06,1997,1997-11-17,1997,"TRIS:1997:0498:AT:C:EC",34,"Commission","EC"
2780,"TRIS:1997:0503:NL:N",6,"Netherlands","NL",1997-08-07,1997,1997-11-10,1997,"TRIS:1997:0503:NL:C:EC",34,"Commission","EC"
2781,"TRIS:1997:0504:NL:N",6,"Netherlands","NL",1997-08-07,1997,1997-11-12,1997,"TRIS:1997:0504:NL:C:DE",3,"Germany","DE"
2782,"TRIS:1997:0504:NL:N",6,"Netherlands","NL",1997-08-07,1997,1997-11-12,1997,"TRIS:1997:0504:NL:C:EC",34,"Commission","EC"
2783,"TRIS:1997:0505:NL:N",6,"Netherlands","NL",1997-08-07,1997,1997-11-10,1997,"TRIS:1997:0505:NL:C:DE",3,"Germany","DE"
2784,"TRIS:1997:0509:NL:N",6,"Netherlands","NL",1997-08-08,1997,1997-11-13,1997,"TRIS:1997:0509:NL:C:EC",34,"Commission","EC"
2785,"TRIS:1997:0511:BE:N",1,"Belgium","BE",1997-08-08,1997,1997-11-14,1997,"TRIS:1997:0511:BE:C:EC",34,"Commission","EC"
2786,"TRIS:1997:0512:NL:N",6,"Netherlands","NL",1997-08-08,1997,1997-11-12,1997,"TRIS:1997:0512:NL:C:ES",12,"Spain","ES"
2787,"TRIS:1997:0526:NL:N",6,"Netherlands","NL",1997-08-11,1997,1997-11-12,1997,"TRIS:1997:0526:NL:C:UK",9,"United Kingdom","UK"
2788,"TRIS:1997:0527:DK:N",7,"Denmark","DK",1997-08-11,1997,1997-11-12,1997,"TRIS:1997:0527:DK:C:EC",34,"Commission","EC"
2789,"TRIS:1997:0527:DK:N",7,"Denmark","DK",1997-08-11,1997,1997-11-12,1997,"TRIS:1997:0527:DK:C:NL",6,"Netherlands","NL"
2790,"TRIS:1997:0528:NL:N",6,"Netherlands","NL",1997-08-11,1997,1997-11-13,1997,"TRIS:1997:0528:NL:C:DE",3,"Germany","DE"
2791,"TRIS:1997:0535:NL:N",6,"Netherlands","NL",1997-08-11,1997,1997-11-12,1997,"TRIS:1997:0535:NL:C:UK",9,"United Kingdom","UK"
2792,"TRIS:1997:0537:NL:N",6,"Netherlands","NL",1997-08-11,1997,1998-02-16,1998,"TRIS:1997:0537:NL:C:EC",34,"Commission","EC"
2793,"TRIS:1997:0537:NL:N",6,"Netherlands","NL",1997-08-11,1997,1998-02-16,1998,"TRIS:1997:0537:NL:C:UK",9,"United Kingdom","UK"
2794,"TRIS:1997:0538:NL:N",6,"Netherlands","NL",1997-08-11,1997,1998-02-13,1998,"TRIS:1997:0538:NL:C:IT",4,"Italy","IT"
2795,"TRIS:1997:0538:NL:N",6,"Netherlands","NL",1997-08-11,1997,1998-02-13,1998,"TRIS:1997:0538:NL:C:UK",9,"United Kingdom","UK"
2796,"TRIS:1997:0539:NL:N",6,"Netherlands","NL",1997-08-11,1997,1997-11-13,1997,"TRIS:1997:0539:NL:C:DE",3,"Germany","DE"
2797,"TRIS:1997:0541:DK:N",7,"Denmark","DK",1997-08-11,1997,1998-08-14,1998,"TRIS:1997:0541:DK:C:ES",12,"Spain","ES"
2798,"TRIS:1997:0542:EL:N",10,"Greece","EL",1997-08-12,1997,1997-11-12,1997,"TRIS:1997:0542:EL:C:EC",34,"Commission","EC"
2799,"TRIS:1997:0543:EL:N",10,"Greece","EL",1997-08-12,1997,1997-11-12,1997,"TRIS:1997:0543:EL:C:DE",3,"Germany","DE"
2800,"TRIS:1997:0543:EL:N",10,"Greece","EL",1997-08-12,1997,1997-11-12,1997,"TRIS:1997:0543:EL:C:EC",34,"Commission","EC"
2801,"TRIS:1997:0548:NL:N",6,"Netherlands","NL",1997-08-12,1997,1997-11-14,1997,"TRIS:1997:0548:NL:C:ES",12,"Spain","ES"
2802,"TRIS:1997:0548:NL:N",6,"Netherlands","NL",1997-08-12,1997,1997-11-14,1997,"TRIS:1997:0548:NL:C:FI",14,"Finland","FI"
2803,"TRIS:1997:0551:BE:N",1,"Belgium","BE",1997-08-13,1997,1997-11-20,1997,"TRIS:1997:0551:BE:C:EC",34,"Commission","EC"
2804,"TRIS:1997:0554:NL:N",6,"Netherlands","NL",1997-08-13,1997,1997-11-19,1997,"TRIS:1997:0554:NL:C:ES",12,"Spain","ES"
2805,"TRIS:1997:0556:NL:N",6,"Netherlands","NL",1997-08-13,1997,1997-11-19,1997,"TRIS:1997:0556:NL:C:EC",34,"Commission","EC"
2806,"TRIS:1997:0559:DK:N",7,"Denmark","DK",1997-08-13,1997,1997-11-19,1997,"TRIS:1997:0559:DK:C:EC",34,"Commission","EC"
2807,"TRIS:1997:0560:DK:N",7,"Denmark","DK",1997-08-13,1997,1997-11-19,1997,"TRIS:1997:0560:DK:C:EC",34,"Commission","EC"
2808,"TRIS:1997:0561:DK:N",7,"Denmark","DK",1997-08-13,1997,1997-11-19,1997,"TRIS:1997:0561:DK:C:EC",34,"Commission","EC"
2809,"TRIS:1997:0562:DK:N",7,"Denmark","DK",1997-08-13,1997,1997-11-19,1997,"TRIS:1997:0562:DK:C:EC",34,"Commission","EC"
2810,"TRIS:1997:0568:NL:N",6,"Netherlands","NL",1997-08-18,1997,1997-11-19,1997,"TRIS:1997:0568:NL:C:EC",34,"Commission","EC"
2811,"TRIS:1997:0571:NL:N",6,"Netherlands","NL",1997-08-18,1997,1997-11-19,1997,"TRIS:1997:0571:NL:C:EC",34,"Commission","EC"
2812,"TRIS:1997:0574:AT:N",13,"Austria","AT",1997-08-18,1997,1997-11-24,1997,"TRIS:1997:0574:AT:C:EC",34,"Commission","EC"
2813,"TRIS:1997:0576:NL:N",6,"Netherlands","NL",1997-08-18,1997,1997-11-19,1997,"TRIS:1997:0576:NL:C:EC",34,"Commission","EC"
2814,"TRIS:1997:0576:NL:N",6,"Netherlands","NL",1997-08-18,1997,1997-11-19,1997,"TRIS:1997:0576:NL:C:UK",9,"United Kingdom","UK"
2815,"TRIS:1997:0583:NL:N",6,"Netherlands","NL",1997-08-18,1997,1997-11-19,1997,"TRIS:1997:0583:NL:C:EC",34,"Commission","EC"
2816,"TRIS:1997:0584:NL:N",6,"Netherlands","NL",1997-08-18,1997,1997-11-19,1997,"TRIS:1997:0584:NL:C:EC",34,"Commission","EC"
2817,"TRIS:1997:0592:NL:N",6,"Netherlands","NL",1997-08-18,1997,1997-11-20,1997,"TRIS:1997:0592:NL:C:EC",34,"Commission","EC"
2818,"TRIS:1997:0594:DE:N",3,"Germany","DE",1997-08-18,1997,1997-11-24,1997,"TRIS:1997:0594:DE:C:EC",34,"Commission","EC"
2819,"TRIS:1997:0596:DE:N",3,"Germany","DE",1997-08-19,1997,1997-11-24,1997,"TRIS:1997:0596:DE:C:EC",34,"Commission","EC"
2820,"TRIS:1997:0602:NL:N",6,"Netherlands","NL",1997-08-19,1997,1998-02-23,1998,"TRIS:1997:0602:NL:C:DE",3,"Germany","DE"
2821,"TRIS:1997:0614:BE:N",1,"Belgium","BE",1997-08-20,1997,1997-11-26,1997,"TRIS:1997:0614:BE:C:EC",34,"Commission","EC"
2822,"TRIS:1997:0614:BE:N",1,"Belgium","BE",1997-08-20,1997,1997-11-26,1997,"TRIS:1997:0614:BE:C:NL",6,"Netherlands","NL"
2823,"TRIS:1997:0615:FR:N",2,"France","FR",1997-08-20,1997,1997-11-21,1997,"TRIS:1997:0615:FR:C:NL",6,"Netherlands","NL"
2824,"TRIS:1997:0616:FR:N",2,"France","FR",1997-08-21,1997,1998-02-23,1998,"TRIS:1997:0616:FR:C:NL",6,"Netherlands","NL"
2825,"TRIS:1997:0624:DK:N",7,"Denmark","DK",1997-08-21,1997,1997-11-26,1997,"TRIS:1997:0624:DK:C:EC",34,"Commission","EC"
2826,"TRIS:1997:0629:NL:N",6,"Netherlands","NL",1997-08-22,1997,1997-11-24,1997,"TRIS:1997:0629:NL:C:EC",34,"Commission","EC"
2827,"TRIS:1997:0630:NL:N",6,"Netherlands","NL",1997-08-22,1997,1997-11-24,1997,"TRIS:1997:0630:NL:C:EC",34,"Commission","EC"
2828,"TRIS:1997:0637:NL:N",6,"Netherlands","NL",1997-08-22,1997,1997-11-24,1997,"TRIS:1997:0637:NL:C:EC",34,"Commission","EC"
2829,"TRIS:1997:0641:DE:N",3,"Germany","DE",1997-08-22,1997,1997-11-24,1997,"TRIS:1997:0641:DE:C:IT",4,"Italy","IT"
2830,"TRIS:1997:9510:CH:N",32,"Switzerland","CH",1997-08-25,1997,1997-11-21,1997,"TRIS:1997:9510:CH:C:EC",34,"Commission","EC"
2831,"TRIS:1997:9511:CH:N",32,"Switzerland","CH",1997-08-25,1997,1997-11-21,1997,"TRIS:1997:9511:CH:C:EC",34,"Commission","EC"
2832,"TRIS:1997:0653:NL:N",6,"Netherlands","NL",1997-08-26,1997,1998-03-02,1998,"TRIS:1997:0653:NL:C:DE",3,"Germany","DE"
2833,"TRIS:1997:0666:PT:N",11,"Portugal","PT",1997-08-27,1997,1998-03-02,1998,"TRIS:1997:0666:PT:C:UK",9,"United Kingdom","UK"
2834,"TRIS:1997:0667:IT:N",4,"Italy","IT",1997-08-27,1997,1997-11-28,1997,"TRIS:1997:0667:IT:C:EC",34,"Commission","EC"
2835,"TRIS:1997:0668:UK:N",9,"United Kingdom","UK",1997-08-27,1997,1997-12-03,1997,"TRIS:1997:0668:UK:C:ES",12,"Spain","ES"
2836,"TRIS:1997:0669:AT:N",13,"Austria","AT",1997-08-29,1997,1998-03-04,1998,"TRIS:1997:0669:AT:C:SE",15,"Sweden","SE"
2837,"TRIS:1997:0670:BE:N",1,"Belgium","BE",1997-08-29,1997,1997-12-05,1997,"TRIS:1997:0670:BE:C:IT",4,"Italy","IT"
2838,"TRIS:1997:0672:UK:N",9,"United Kingdom","UK",1997-09-01,1997,1997-12-04,1997,"TRIS:1997:0672:UK:C:IT",4,"Italy","IT"
2839,"TRIS:1997:0676:NL:N",6,"Netherlands","NL",1997-09-01,1997,1998-03-02,1998,"TRIS:1997:0676:NL:C:ES",12,"Spain","ES"
2840,"TRIS:1997:0687:NL:N",6,"Netherlands","NL",1997-09-02,1997,1997-12-04,1997,"TRIS:1997:0687:NL:C:EC",34,"Commission","EC"
2841,"TRIS:1997:0688:NL:N",6,"Netherlands","NL",1997-09-02,1997,1997-12-04,1997,"TRIS:1997:0688:NL:C:EC",34,"Commission","EC"
2842,"TRIS:1997:0690:NL:N",6,"Netherlands","NL",1997-09-03,1997,1997-12-04,1997,"TRIS:1997:0690:NL:C:ES",12,"Spain","ES"
2843,"TRIS:1997:0690:NL:N",6,"Netherlands","NL",1997-09-03,1997,1997-12-04,1997,"TRIS:1997:0690:NL:C:FR",2,"France","FR"
2844,"TRIS:1997:0694:FI:N",14,"Finland","FI",1997-09-04,1997,1997-12-04,1997,"TRIS:1997:0694:FI:C:EC",34,"Commission","EC"
2845,"TRIS:1997:0697:IE:N",8,"Ireland","IE",1997-09-08,1997,1997-12-09,1997,"TRIS:1997:0697:IE:C:EC",34,"Commission","EC"
2846,"TRIS:1997:0700:NL:N",6,"Netherlands","NL",1997-09-10,1997,1998-03-12,1998,"TRIS:1997:0700:NL:C:DE",3,"Germany","DE"
2847,"TRIS:1997:0700:NL:N",6,"Netherlands","NL",1997-09-10,1997,1998-03-12,1998,"TRIS:1997:0700:NL:C:ES",12,"Spain","ES"
